id_Number,city,latitude,longitude
18939198306288494,Gatka,46.096429,64.093832
89123199404274625,Gatka,39.32732,61.579525
79834201405204644,Gatka,42.050744,65.028684
98982195310271752,Gatka,47.883348,66.562291
33411196701191520,Gatka,47.397566,66.462296
48517192001083558,Gatka,30.447683,69.476411
51037194204212462,Gatka,20.358896,64.81073
22158194810154741,Gatka,39.402642,54.651101
62914201007287590,Gatka,49.893794,61.25309
51612200105131216,Gatka,26.543249,50.69254
55265194612083191,Gatka,40.966097,64.910441
87307199609057179,Gatka,32.368034,66.794941
15715198505096795,Gatka,46.856312,54.90442
18958197804147197,Gatka,29.278665,68.598822
54149195602239607,Gatka,21.160708,66.741081
42398196406062396,Gatka,27.535987,53.003057
69851196207093527,Gatka,32.602571,64.446785
26289196411169491,Gatka,35.35724,63.512968
62791201611212048,Gatka,42.155051,64.427136
56394196207224511,Gatka,47.305761,53.443047
97086197807019747,Gatka,28.05157,60.538607
37494201508249120,Gatka,32.166687,57.971287
16237198901196364,Gatka,21.504914,50.402997
78008193604181421,Gatka,48.913797,67.317944
28637197201081654,Gatka,20.906574,59.909889
71076199711069785,Gatka,40.491682,57.642799
46947193309048735,Gatka,40.373739,61.983227
84473195111217052,Gatka,28.711525,53.679463
78796194203251066,Gatka,37.862072,50.45794
41722192009173189,Gatka,24.215301,59.545999
41593196207073295,Gatka,32.517977,53.586552
46851195405175490,Gatka,33.276251,58.061575
17587193904272250,Gatka,49.021208,66.289479
19723193310056488,Gatka,31.620081,62.529581
75890198501057291,Gatka,26.324823,66.003953
47551193408219396,Gatka,25.462471,68.769478
52917197409079780,Gatka,37.125077,54.496298
57212195207214478,Gatka,24.598255,64.398294
64363196902071392,Gatka,32.321854,50.550454
49703197612037626,Gatka,33.083728,57.15878
73466200106106000,Gatka,36.248266,57.640516
71866201508046170,Gatka,33.49301,58.137173
95226196405175351,Gatka,30.387816,64.51715
18488196611148054,Gatka,41.562904,63.080959
79687194102275814,Gatka,44.148125,50.153692
98555201205018133,Gatka,32.976575,68.150885
67836198107011688,Gatka,31.831209,53.942133
48979193411264264,Gatka,35.02392,59.733173
38317196404048666,Gatka,45.599741,67.957056
59638199709199413,Gatka,48.401334,52.501552
78393198510101818,Gatka,28.562454,59.064577
75507196603124049,Gatka,43.975214,58.259998
62877196609229819,Gatka,35.360322,68.496227
64803194207099893,Gatka,20.81171,66.384764
47069198412161086,Gatka,31.335967,51.379992
63469200404247314,Gatka,28.5698,51.902246
90012194612265380,Gatka,46.378022,55.005994
84938201711253360,Gatka,42.237263,54.59348
24188198003271004,Gatka,30.793916,52.911555
19685195710171356,Gatka,30.45904,57.62774
15880195806204277,Gatka,28.98649,67.834502
60649194207302380,Gatka,27.798279,69.828807
93933196909101644,Gatka,23.1745,65.225005
61079198011119465,Gatka,32.127969,54.496051
68668201302188037,Gatka,34.927163,65.942821
90475195011046179,Gatka,22.671243,64.636301
45059194904097082,Gatka,43.114836,65.830771
42340201412099873,Gatka,25.370729,56.193538
89966194304235780,Gatka,47.898298,53.444517
14610198304164299,Gatka,45.011542,52.176155
41330196405239132,Gatka,30.280482,69.363795
74671195705032687,Gatka,33.182928,51.213753
21301200210106502,Gatka,26.886747,60.458746
30566199408199666,Gatka,32.332604,65.154868
22716195902147670,Gatka,45.028756,66.168083
62646201201123974,Gatka,41.909988,62.40857
22127193512253671,Gatka,33.291941,61.140493
49274197305286451,Gatka,26.274034,58.847193
88582193508176258,Gatka,22.484691,58.302324
20506192101105819,Gatka,27.101302,65.265652
76279200604157319,Gatka,20.690255,66.870817
71462198210019313,Gatka,33.588228,54.811777
91943198612194992,Gatka,41.508185,60.344688
27050195902038530,Gatka,45.831978,61.495804
13533201807282288,Gatka,45.170723,62.538256
18095197110039941,Gatka,27.214424,51.575942
44430201907097885,Gatka,46.493213,69.447951
12713194302174913,Gatka,37.774124,64.509607
64720193011269524,Gatka,38.851591,64.552932
66754197712103667,Gatka,27.963775,59.841588
32106195911291085,Gatka,28.947695,51.04708
67141195007105601,Gatka,43.725095,60.924042
70785193404149909,Gatka,48.599458,58.744708
86797201908259059,Gatka,31.075748,64.739491
68585199205049994,Gatka,42.977923,62.240795
64329201107188559,Gatka,49.898036,69.088478
97650200305178038,Gatka,40.318064,65.835642
43241194707171119,Gatka,24.590267,52.42709
11702192805171635,Gatka,29.277216,63.471948
67191200012036202,Gatka,46.358551,59.712864
94272201601172320,Gatka,24.727689,57.039369
84712196611029692,Gatka,29.610188,63.147999
77152197011034404,Gatka,32.772145,66.479278
26900194201071280,Gatka,49.744928,54.434616
92467197310198535,Gatka,38.228096,50.057895
84394193009153725,Gatka,30.415372,57.095896
10478192205293926,Gatka,36.600103,59.245526
40495197512263829,Gatka,34.524492,52.46139
81950193808022649,Gatka,26.790824,54.471107
95245197512181539,Gatka,25.656327,50.901155
34078194912034866,Gatka,42.414242,54.28985
41506195210147950,Gatka,46.173516,51.157008
24983194308236979,Gatka,47.516184,62.567451
66657199407069985,Gatka,46.303179,53.089579
72297198704074719,Gatka,47.165291,58.373666
64492194406043348,Gatka,21.692109,60.753511
30987193610049868,Gatka,31.832778,58.371209
68191198011253953,Gatka,43.315504,58.096781
94245201102081045,Gatka,33.037286,60.868095
23001200905267867,Gatka,42.374664,59.478404
65737201412128368,Gatka,43.452387,66.298828
88916201802126208,Gatka,45.296897,57.193825
58124201511131878,Gatka,34.140633,50.751167
30194195211093153,Gatka,39.901843,68.430989
43331195611279872,Gatka,22.062294,62.197015
16479201303035618,Gatka,24.307387,50.203071
11443194012216113,Gatka,30.124512,61.756467
51861197902122138,Gatka,48.257174,63.253099
29491193506054468,Gatka,46.172138,60.443003
46610193608184032,Gatka,27.650934,69.352001
10513198103235592,Gatka,36.974813,56.345692
69603201709225505,Gatka,29.791632,63.649875
32761198702181021,Gatka,46.968944,66.577807
30862196803313229,Gatka,48.250777,61.211828
94200199304199919,Gatka,33.890723,63.59149
17291201912237402,Gatka,47.149686,62.506532
56862199912123288,Gatka,39.245783,57.519042
68976201406199903,Gatka,43.97894,51.189399
64614196303208908,Gatka,38.969128,62.71945
11855195209032442,Gatka,40.110528,69.163117
34972199411121796,Gatka,41.63502,52.171802
96202200305152465,Gatka,27.699414,51.519131
12530194109048035,Gatka,20.517976,66.146986
35547194607052194,Gatka,46.265404,57.028478
71143196509289507,Gatka,36.67204,68.19544
72605194201126125,Gatka,32.533677,63.286441
24828200205175271,Gatka,40.30519,54.944121
11742193005307990,Gatka,28.118622,58.337848
76567195211199454,Gatka,26.866667,69.285522
52837194512055697,Gatka,24.066541,59.758375
98794195110229927,Gatka,28.097535,65.160135
69638194302068896,Gatka,27.087021,55.022582
82753198609272743,Gatka,43.013182,69.262419
62624199601251200,Gatka,35.020275,58.749318
85922194101111280,Gatka,28.238413,67.097454
38348197304247494,Gatka,45.465836,61.224352
55822197209239988,Gatka,48.35932,62.226496
10967199512025583,Gatka,28.676982,60.443695
53271196302199095,Gatka,42.992227,62.506131
41650200201301478,Gatka,27.412498,68.186899
26476200203231658,Gatka,30.378439,61.753048
95757194606258463,Gatka,20.528703,56.684611
77630201312172988,Gatka,39.682385,63.85343
21086196812047313,Gatka,23.543932,64.165207
74746199303118858,Gatka,48.181986,55.096024
12775200201073239,Gatka,40.884021,66.800599
69907199602075483,Gatka,35.909217,67.837573
66031195211135779,Gatka,27.312051,67.773189
98951197711308643,Gatka,22.851053,59.12855
55473198402255869,Gatka,39.509141,53.956006
73756199407234253,Gatka,38.400771,67.641642
54997201509167000,Gatka,21.641652,61.068148
11483194012197871,Gatka,21.947552,65.268146
53906201007121733,Gatka,49.052747,68.409748
11499200308209898,Gatka,49.103983,51.554633
59741196106214112,Gatka,35.549021,56.425047
25055197904138328,Gatka,43.474899,61.449821
51100201009263657,Gatka,34.118045,58.045774
47980193104119833,Gatka,33.363021,64.871841
43248200102137248,Gatka,36.838069,65.134614
37093197111025897,Gatka,45.578917,69.221687
32056196212192323,Gatka,28.664477,56.652594
31349200210083091,Gatka,28.612957,68.229603
13708197310157790,Gatka,49.773487,53.512762
57995196706085430,Gatka,48.884234,65.797876
96762201106126485,Gatka,40.867981,59.947849
65621195507038239,Gatka,38.818563,61.858152
42905195210099051,Gatka,36.46388,55.592109
36826195310313192,Gatka,31.014067,64.137969
75674197807099808,Gatka,44.632881,57.030489
61262198311147258,Gatka,21.181811,62.126639
15868201603162728,Gatka,32.587473,58.029705
65182198505065017,Gatka,31.429342,51.549763
80228197509267459,Gatka,26.009228,63.884371
47463196811247374,Gatka,28.084875,55.038208
31695200211293848,Gatka,34.048997,60.211553
90326200907292651,Gatka,42.080002,64.763887
43198195911267328,Gatka,40.258389,59.333556
20365194406289030,Gatka,34.145959,62.301229
89267195210177619,Gatka,34.629426,59.583368
90095198907294564,Gatka,42.686141,63.599832
37461199408262175,Gatka,34.733344,50.093825
40828196102242555,Gatka,29.70939,61.965003
73188197209191562,Gatka,47.05779,62.97773
64167198906066196,Gatka,32.426977,55.437018
57144200804154314,Gatka,42.343451,53.341246
32823195107059512,Gatka,36.740217,52.612051
65400193411128485,Gatka,40.299369,68.684636
19694200604145822,Gatka,42.849296,53.229323
93749194103159839,Gatka,28.923541,61.877616
61696199309119910,Gatka,27.242661,66.027461
61432194703147628,Gatka,21.396919,52.100023
90538194503148706,Gatka,40.305967,62.225938
98470196108156052,Gatka,42.561656,57.085911
24630197403123574,Gatka,48.938977,69.885593
75239196503176232,Gatka,32.752009,64.953801
47443197104112037,Gatka,39.183804,58.844204
66665197601302029,Gatka,40.080231,53.836997
47821198301233820,Gatka,41.551669,51.060917
26927201609123331,Gatka,25.992075,63.309967
41131195508176707,Gatka,48.859249,51.024558
99135201111105604,Gatka,30.027948,63.019225
18567195301204323,Gatka,49.147024,52.824451
67272192112231685,Gatka,28.336346,58.180745
99070201111258599,Gatka,37.42684,69.933244
14515195808239012,Gatka,27.221964,50.232925
45653196310055145,Gatka,28.81417,50.454003
79532193911278208,Gatka,41.383801,64.589654
89981193501276860,Gatka,28.275244,60.211586
29608201005098941,Gatka,40.637466,69.477028
57757198008291029,Gatka,48.859676,53.804733
22385201408096573,Gatka,36.620847,55.22392
86477196201197348,Gatka,43.400969,69.147938
23472196602096955,Gatka,28.50751,53.710165
41220194304166546,Gatka,30.412557,59.935423
48341197403151298,Gatka,20.277321,59.268374
43663201907092676,Gatka,30.350497,53.512185
55116202009213394,Gatka,49.904972,63.455131
98796196307294069,Gatka,23.72126,69.202141
69477195102013834,Gatka,34.361875,51.649758
83550197203054556,Gatka,41.216856,64.349556
28057198211183970,Gatka,37.067347,58.386654
57033196804092571,Gatka,21.569889,56.145801
89542195001163760,Gatka,45.869306,60.874509
29627200606139185,Gatka,25.785169,58.983149
83365200403074632,Gatka,31.35097,64.952508
17890192302253056,Gatka,27.748277,69.835348
21464194408229684,Gatka,21.417854,52.53744
92649198208129556,Gatka,22.488128,51.892632
63033194306105721,Gatka,29.464155,54.693213
48181196104093895,Gatka,47.355518,51.43261
70217196911255957,Gatka,21.082487,69.606292
39078192108233668,Gatka,22.785377,60.875778
53844195901138823,Gatka,24.547036,67.589914
33577195012201987,Gatka,30.949409,59.763956
39527192409066616,Gatka,25.375406,57.652521
13266198705016527,Gatka,29.772888,65.495834
30463198607212494,Gatka,32.297889,64.712934
35891201906285664,Gatka,29.491306,60.569613
56144194208142613,Gatka,26.219898,51.658784
26729201708176555,Gatka,29.351959,63.785525
33527197604092027,Gatka,35.702359,68.334994
97863195605051899,Gatka,40.724357,69.401037
65581198407245840,Gatka,46.616847,52.474713
15635194908163024,Gatka,42.016542,67.145657
62685192106073111,Gatka,43.074263,60.151939
59343196711158265,Gatka,28.573156,65.530324
47727197903103396,Gatka,36.77229,55.658916
58510199611181677,Gatka,36.163437,67.944774
66160196407115859,Gatka,24.77063,60.544227
77431198701053552,Gatka,46.133178,52.472518
32575201703214130,Gatka,45.354,56.367741
52874193408284524,Gatka,47.071357,60.405364
73595197612237924,Gatka,31.741372,50.831098
37009201011125446,Gatka,45.668661,62.020533
67591194810113655,Gatka,41.150227,51.708018
31626194401319835,Gatka,38.68255,64.463858
71784195409224903,Gatka,30.160185,61.260471
24916195009149885,Gatka,48.24301,65.535409
68926195011062114,Gatka,28.702626,61.001789
84547197106199113,Gatka,22.519399,56.721448
20236196404132635,Gatka,47.869993,56.86731
69398197509108457,Gatka,41.51777,60.450879
83532197707229221,Gatka,40.192554,59.221885
44613193205103082,Gatka,20.755511,50.185412
67252193811135735,Gatka,44.241372,61.229989
96234200111267148,Gatka,37.598594,58.107254
70409201102119736,Gatka,32.973959,58.25224
69810195210194602,Gatka,35.137784,55.921671
66250195508162278,Gatka,42.257874,63.176581
49657193508067497,Gatka,23.098778,64.056308
90558199204022984,Gatka,36.055619,50.417798
23053193406128457,Gatka,30.773551,61.421737
46238194212092866,Gatka,31.557098,67.198034
68482199906136525,Gatka,33.44911,65.651119
40207194812054938,Gatka,42.654203,66.692997
86350195409232197,Gatka,48.385309,59.930058
90480201502173892,Gatka,48.491482,69.025003
89678195304169404,Gatka,49.328213,55.697609
56275199402133496,Gatka,32.651728,65.562646
75426193912179649,Gatka,23.185335,57.762063
56180194704233919,Gatka,42.909959,65.067821
48621196202277612,Gatka,30.914214,55.135628
98522193202128981,Gatka,29.855461,51.317654
17050201407138804,Gatka,48.92286,66.343679
25179194207127990,Gatka,35.510494,50.503137
46137196601223655,Gatka,27.994909,64.880633
72462197408214200,Gatka,39.980053,55.707886
43737194603188951,Gatka,49.98412,50.187093
40681193201141627,Gatka,20.761467,65.089187
79926196409206891,Gatka,35.962692,69.463835
41482198306252682,Gatka,21.633084,51.237662
26965199208306410,Gatka,20.697879,63.898388
97731193307055196,Gatka,43.014238,59.254199
13708202001305311,Gatka,24.330737,56.763551
66257193503258232,Gatka,48.510593,60.469961
66365200710043823,Gatka,47.008462,54.244554
18630193711264606,Gatka,32.330851,63.662233
33939193407072395,Gatka,41.537162,62.739081
21230200208213167,Gatka,34.173975,64.680784
71026196903068862,Gatka,32.122249,66.170841
63294199712043006,Gatka,24.121117,51.254428
78657193502112567,Gatka,37.159485,53.730136
42490201709052231,Gatka,35.623135,66.005384
41535192003172864,Gatka,21.494308,50.497622
42880196309241053,Gatka,45.300472,68.365707
81779199111058306,Gatka,21.904108,68.158246
44210199909144455,Gatka,30.036631,62.117756
96861198710158745,Gatka,35.588634,69.417007
79284195001066450,Gatka,33.389798,54.386807
26330193202123907,Gatka,33.822626,68.803883
61526197405115474,Gatka,27.861135,57.989427
51112201001163710,Gatka,22.282215,57.398237
27821198608045042,Gatka,49.564873,69.310706
65926199207312599,Gatka,35.391414,68.4728
31098196008196555,Gatka,48.458629,59.853792
50813195603061066,Gatka,42.728159,51.660592
52041196608065162,Gatka,41.305032,58.630511
70438198503125547,Gatka,41.06026,55.722859
12567201804139637,Gatka,24.7797,65.185166
51938198902032732,Gatka,23.685184,68.883126
45506197404162874,Gatka,33.172418,55.616182
85914197811305699,Gatka,25.7109,55.105221
94241197209155583,Gatka,20.305095,61.283459
27573194707023945,Gatka,45.488037,56.263892
10875194203064043,Gatka,41.796571,61.704698
28901195902023341,Gatka,46.592964,57.996742
88201195805077327,Gatka,41.329687,66.426901
37310201705037852,Gatka,33.867123,64.968678
46265197404107928,Gatka,48.062039,54.326889
92819200304052438,Gatka,23.999375,52.778514
89439195106139686,Gatka,34.536741,58.591495
41819193507148143,Gatka,42.167702,65.217806
67104199906196497,Gatka,49.321282,57.783716
69693194305231023,Gatka,28.552909,56.657475
46550198009172402,Gatka,49.090854,68.317705
52412200809074956,Gatka,34.871917,68.950847
13232196507222127,Gatka,27.801146,50.137547
33152198511155240,Gatka,27.467902,59.853662
83428193604225281,Gatka,44.78204,53.319995
20598199112022923,Gatka,26.021545,65.30472
58481200112199626,Gatka,30.462344,65.646972
48169196102168110,Gatka,25.238919,59.979506
25508201401079693,Gatka,38.940377,64.935894
36807200001082713,Gatka,47.971553,58.560246
23521199901281020,Gatka,40.89749,68.153096
39634194707236040,Gatka,40.70167,67.099956
56780198508167196,Gatka,36.457432,64.713567
51579201202017399,Gatka,38.041706,55.175773
44350199411086116,Gatka,28.314571,51.713773
66096194412297260,Gatka,33.721887,50.518009
78261200405243253,Gatka,49.707277,51.157773
91238199211182425,Gatka,25.916324,68.18756
80442198803215612,Gatka,38.051331,59.023829
35941199504016529,Gatka,49.440031,63.410609
40472196807038615,Gatka,35.413207,54.691031
97908197009216965,Gatka,31.41765,66.041477
14257197811233083,Gatka,34.37375,62.594515
98309201709286032,Gatka,41.036623,58.26119
88887193903033553,Gatka,30.677872,61.971208
68326193204242941,Gatka,35.265536,61.222675
98732197205035615,Gatka,23.56667,69.92668
50806200009226949,Gatka,48.647256,54.527968
71056201904239955,Gatka,24.304267,50.387933
21901193101246175,Gatka,31.819234,51.914458
30384200611087513,Gatka,24.664596,56.930401
84826199301266212,Gatka,25.277988,60.453797
60285197604132449,Gatka,37.405232,52.684702
35208198008277888,Gatka,20.622857,64.723258
78376200109211518,Gatka,36.615239,68.522018
27410197805194016,Gatka,24.988369,52.31082
91443201303066211,Gatka,39.095309,69.310948
33315193904081261,Gatka,48.01915,69.719614
38565194808019731,Gatka,25.749726,53.801236
86990192811011604,Gatka,43.254548,53.340748
45751198101189506,Gatka,49.70929,62.575786
76927195708203930,Gatka,35.808054,53.966093
94130196803161754,Gatka,28.484956,55.866883
64442195806162526,Gatka,24.698199,60.724189
82694193909277266,Gatka,27.649159,62.167718
95110195403098900,Gatka,49.148273,69.018034
44110199006091298,Gatka,23.101894,68.830738
12521193811114199,Gatka,22.752719,57.786952
70290199212018321,Gatka,34.866066,58.049814
75628197106137845,Gatka,39.908731,59.286924
30009200012211877,Gatka,21.529003,60.805205
65152198007027823,Gatka,26.787288,60.186945
94047194407289685,Gatka,35.651587,59.718166
57486200108183089,Gatka,41.143231,50.449342
84079197102167114,Gatka,44.3547,64.206726
73070200106231397,Gatka,36.806464,67.562525
43291197506234919,Gatka,41.503095,54.081753
56994195904043582,Gatka,28.331291,56.13498
12428200402233872,Gatka,44.705995,57.854553
67248194104254477,Gatka,24.800543,53.230231
30731199506282176,Gatka,24.74932,53.153969
88403199008271668,Gatka,29.077915,50.13724
57602192712154882,Gatka,44.685047,61.548537
34372196910129644,Gatka,23.072836,60.129234
62812200504253099,Gatka,32.23275,50.941771
71272198702148954,Gatka,41.169288,55.890638
99068194808165288,Gatka,28.081341,69.308628
91060195811084306,Gatka,44.624483,54.897595
60314195907113177,Gatka,48.856766,66.646932
16142193905062959,Gatka,28.507587,62.763504
